Date,Open,High,Low,Close,Volume,Name
2005-01-03,0.9714102572469152,0.9763588934398988,0.9387196670624112,0.9490671157836914,691992000,AAPL
2005-01-04,0.9565644039942698,0.9817568617982904,0.944267992348707,0.9588140845298768,1096810400,AAPL
2005-01-05,0.966611407007702,0.9784586466837774,0.9604635998792848,0.9672118425369264,680433600,AAPL
2005-01-06,0.9697599950586164,0.9733591025022734,0.9496664383759158,0.9679611921310424,705555200,AAPL
2005-01-07,0.9747088362793512,1.044138399476482,0.970960169827456,1.0384398698806765,2227450400,AAPL
2005-01-10,1.0471374564053717,1.0601838643013928,1.0178965087323997,1.0340919494628906,1725309600,AAPL
2005-01-11,1.0234441299330514,1.0369397046385826,0.9618124401028356,0.9681105017662048,2611627200,AAPL
2005-01-12,0.981457118534168,0.9882052590080828,0.9492166035721316,0.9816073775291444,1919702400,AAPL
2005-01-13,1.105319599112369,1.1159667606398955,1.0456378736124117,1.0466874837875366,3164716800,AAPL
2005-01-14,1.0534358698679516,1.0754793051040723,1.0375410435647503,1.0526859760284424,1770742400,AAPL
2005-01-18,1.047436769099353,1.0601833535375116,1.0159461556080196,1.0594334602355957,1006460000,AAPL
2005-01-19,1.0570338646135788,1.0715791469555918,1.045937429594996,1.0478864908218384,751895200,AAPL
2005-01-20,1.044437853012962,1.06873094900906,1.0417388981964144,1.0565840005874634,914922400,AAPL
2005-01-21,1.069330762754635,1.0736789627875885,1.0496864807427864,1.057034254074097,911332800,AAPL
2005-01-24,1.064382111185852,1.0763787023949127,1.0579336893922553,1.0610827207565308,841629600,AAPL
2005-01-25,1.0702300824341862,1.0922735018798786,1.0637824615802474,1.080427169799805,969231200,AAPL
2005-01-26,1.0895743975740848,1.0909238249311877,1.0679810572132635,1.083426594734192,739496800,AAPL
2005-01-27,1.0820765672507318,1.093473625657058,1.0729299899162774,1.0892748832702637,496227200,AAPL
2005-01-28,1.0889753007499146,1.1093686819076538,1.0862755437503218,1.1093686819076538,801612000,AAPL
2005-01-31,1.118366570174056,1.1680015946079694,1.1173168593562997,1.1531556844711304,1681097600,AAPL
2005-02-01,1.155404674001853,1.1662012926741352,1.1483566198698882,1.162602186203003,678395200,AAPL
2005-02-02,1.168900324072873,1.1982916106885817,1.1650014002538644,1.194092869758606,1020062400,AAPL
2005-02-03,1.18614616272651,1.1910947997198589,1.1596041741401224,1.166801691055298,731651200,AAPL
2005-02-04,1.167701868708284,1.1835966900591577,1.1626029725909723,1.1822471618652344,563556000,AAPL
2005-02-07,1.183596336439666,1.189894499851409,1.1621533499136296,1.1837466955184937,524456800,AAPL
2005-02-08,1.1856956155642275,1.2203352599141577,1.1814967737221518,1.2131377458572388,890019200,AAPL
2005-02-09,1.2152369774570997,1.2294825464173942,1.171150142410884,1.1807467937469482,1191456000,AAPL
2005-02-10,1.1804475747757164,1.1888450611747512,1.149557386119896,1.1750496625900269,1093019200,AAPL
2005-02-11,1.1975422861877374,1.226034134999762,1.1837468885091469,1.2177869081497192,1201054400,AAPL
2005-02-14,1.240579024145146,1.2714700016084943,1.2303827381879502,1.2690708637237549,1271463200,AAPL
2005-02-15,1.2995117673888292,1.3358006549984114,1.2896144977230752,1.325753927230835,2312217600,AAPL
2005-02-16,1.3218552733107938,1.3525958980646045,1.3098585803519436,1.351546287536621,1639243200,AAPL
2005-02-17,1.3593440187273351,1.362792867438663,1.3113582521600828,1.3167569637298584,1518473600,AAPL
2005-02-18,1.3157075018994615,1.3175070058886975,1.29336426133529,1.3017617464065552,1163254400,AAPL
2005-02-22,1.2941131367364638,1.3241047647510962,1.2789682149887085,1.2789682149887085,1219293600,AAPL
2005-02-23,1.3004114088504737,1.326353757323028,1.2828673462395526,1.3230552673339844,1345181600,AAPL
2005-02-24,1.3268037447443577,1.339249611405514,1.3155569465950074,1.3335518836975098,1519028000,AAPL
2005-02-25,1.3438986320394453,1.3482476332415756,1.322454744609403,1.33445143699646,915510400,AAPL
2005-02-28,1.3399997328658082,1.3537960305136671,1.3184064853866595,1.3453985452651978,651610400,AAPL
2005-03-01,1.349297287949138,1.3528955947748664,1.3244045527004824,1.334601640701294,468188000,AAPL
2005-03-02,1.3271039202770605,1.346298132733956,1.322005825169689,1.3232049942016602,458161200,AAPL
2005-03-03,1.3307018786098277,1.3319010465148475,1.2362301917420069,1.2533248662948608,1411653600,AAPL
2005-03-04,1.2824165681408874,1.289913796533692,1.2551247067288689,1.2839163541793823,756618800,AAPL
2005-03-07,1.2836158753075668,1.2971123494220815,1.2701203021459162,1.2821168899536133,450632000,AAPL
2005-03-08,1.2566252667630713,1.264422417123744,1.202641144807468,1.215537190437317,1021451200,AAPL
2005-03-09,1.1888447105460331,1.208038816502959,1.1645524110741323,1.180147409439087,1322465200,AAPL
2005-03-10,1.1855463607611012,1.2074395265505873,1.1726503150836218,1.194543480873108,777109200,AAPL
2005-03-11,1.205939848909653,1.217336909499954,1.1936442374554206,1.2077393531799316,632830800,AAPL
2005-03-14,1.215236892939872,1.223334658191918,1.1852461708429962,1.2092386484146118,605385200,AAPL
2005-03-15,1.2188361236880658,1.2338314850287957,1.2071392513234502,1.2284327745437622,508608800,AAPL
2005-03-16,1.2359311419248262,1.2689206428623394,1.2230350986751002,1.2350308895111084,697813200,AAPL
2005-03-17,1.2455276490371303,1.2860161787755249,1.239229486689857,1.2671217918395996,801920000,AAPL
2005-03-18,1.2995118710481293,1.3028112615175855,1.274619136690386,1.2884154319763184,940150400,AAPL
2005-03-21,1.2983117415548695,1.318705814206914,1.2854157002475828,1.310608148574829,541128000,AAPL
2005-03-22,1.3109084376683031,1.3184065718184108,1.2800182512197518,1.2845168113708496,551415200,AAPL
2005-03-23,1.2731195392338654,1.301611385369721,1.2602234944206412,1.2761191129684448,609823200,AAPL
2005-03-24,1.2869152497115106,1.2896142041427956,1.2746187448501587,1.2746187448501587,352704800,AAPL
2005-03-28,1.2821172509251464,1.2884154137471029,1.273719767233139,1.2755193710327148,275410800,AAPL
2005-03-29,1.2764190850231047,1.2845168539448104,1.244628745024597,1.2521259784698486,461356000,AAPL
2005-03-30,1.2617232425897205,1.283616304397583,1.2542251099254993,1.283616304397583,394959600,AAPL
2005-03-31,1.2731191392045205,1.2752185598624917,1.2473271577881409,1.2497262954711914,636134800,AAPL
2005-04-01,1.2623226707476334,1.265022426733074,1.2167368469638111,1.226333498954773,641284000,AAPL
2005-04-04,1.2293337943160263,1.238930451163365,1.204441048493395,1.232332468032837,580014400,AAPL
2005-04-05,1.236230835549843,1.2668211952837665,1.2323318110021744,1.256324291229248,556239600,AAPL
